"DSSTox_RID","DSSTox_CID","DSSTox_Generic_SID","DSSTox_FileID","STRUCTURE_Formula","STRUCTURE_MolecularWeight","STRUCTURE_ChemicalType","STRUCTURE_TestedForm_DefinedOrganic","STRUCTURE_Shown","TestSubstance_ChemicalName","TestSubstance_CASRN","TestSubstance_Description","ChemicalNote","STRUCTURE_ChemicalName_IUPAC","STRUCTURE_SMILES","STRUCTURE_Parent_SMILES","STRUCTURE_InChI","STRUCTURE_InChIKey","StudyType","Endpoint","Species","ActivityOutcome_CPDBAS_Mutagenicity","TD50_Rat_mg","TD50_Rat_mmol","ActivityScore_CPDBAS_Rat","TD50_Rat_Note","TargetSites_Rat_Male","TargetSites_Rat_Female","TargetSites_Rat_BothSexes","ActivityOutcome_CPDBAS_Rat","TD50_Mouse_mg","TD50_Mouse_mmol","ActivityScore_CPDBAS_Mouse","TD50_Mouse_Note","TargetSites_Mouse_Male","TargetSites_Mouse_Female","TargetSites_Mouse_BothSexes","ActivityOutcome_CPDBAS_Mouse","TD50_Hamster_mg","TD50_Hamster_mmol","ActivityScore_CPDBAS_Hamster","TD50_Hamster_Note","TargetSites_Hamster_Male","TargetSites_Hamster_Female","TargetSites_Hamster_BothSexes","ActivityOutcome_CPDBAS_Hamster","TD50_Dog_mg","TargetSites_Dog","TD50_Rhesus_mg","TargetSites_Rhesus","TD50_Cynomolgus_mg","TargetSites_Cynomolgus","TD50_Dog_Primates_Note","ActivityOutcome_CPDBAS_Dog_Primates","ActivityOutcome_CPDBAS_SingleCellCall","ActivityOutcome_CPDBAS_MultiCellCall","ActivityOutcome_CPDBAS_MultiCellCall_Details","Note_CPDBAS","NTP_TechnicalReport","ChemicalPage_URL"
21293,1293,21293,"1356_CPDBAS_v5d","K2O5S2",222.297,"inorganic",,"tested chemical","Sulfite, potassium metabi-","4429-42-9","single chemical compound",,"dipotassium oxidosulfanesulfonate oxide","[O-]S(S(=O)[O-])(=O)=O.[K+].[K+]",,"InChI=1/2K.H2O5S2/c;;1-6(2)7(3,4)5/h;;(H,1,2)(H,3,4,5)/q2*+1;/p-2/f2K.O5S2/q2m;-2","RWPGFSMJFRPDDP-PIHYSCFVCL","Carcinogenicity","TD50; Tumor Target Sites","mouse",,,,,,,,,,,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive",,,"http://potency.berkeley.edu/chempages/SULFITE,%20POTASSIUM%20METABI-.html"
21294,1294,21294,"1357_CPDBAS_v5d","C4H6O2S",118.1542,"defined organic","parent ","tested chemical","3-Sulfolene","77-79-2","single chemical compound",,"2,5-dihydrothiophene 1,1-dioxide","O=S1(=O)CC=CC1","O=S1(=O)CC=CC1","InChI=1/C4H6O2S/c5-7(6)3-1-2-4-7/h1-2H,3-4H2","MBDNRNMVTZADMQ-UHFFFAOYAO","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive",,"TR 102","http://potency.berkeley.edu/chempages/3-SULFOLENE.html"
21295,1295,21295,"1358_CPDBAS_v5d","C16H16N2O4S",332.3734,"defined organic","parent ","tested chemical","4,4'-Sulfonylbisacetanilide","77-46-3","single chemical compound",,"N,N'-(sulfonyldibenzene-4,1-diyl)diacetamide","CC(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(NC(C)=O)C=C2","CC(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(NC(C)=O)C=C2","InChI=1/C16H16N2O4S/c1-11(19)17-13-3-7-15(8-4-13)23(21,22)16-9-5-14(6-10-16)18-12(2)20/h3-10H,1-2H3,(H,17,19)(H,18,20)/f/h17-18H","AMTPYFGPPVFBBI-JLGFQASFCQ","Carcinogenicity","TD50; Tumor Target Sites","rat",,55.6,0.167,34,"no positive results are statistically significant",,"mammary gland",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/4,4'-SULFONYLBISACETANILIDE.html"
40831,20246,20247,"1359_CPDBAS_v5d","C20H17FO4S",372.41,"defined organic","parent","tested chemical","Sulindac sulfone","59973-80-7","single chemical compound","stereochem","[(1Z)-5-fluoro-2-methyl-1-{[4-(methylsulfonyl)phenyl]methylidene}-1H-inden-3-yl]acetic acid","O=C(CC(C3=C2C=CC(F)=C3)=C(C)/C2=C/C1=CC=C(S(=O)(C)=O)C=C1)O","O=C(CC(C3=C2C=CC(F)=C3)=C(C)/C2=C/C1=CC=C(S(=O)(C)=O)C=C1)O","InChI=1/C20H17FO4S/c1-12-17(9-13-3-6-15(7-4-13)26(2,24)25)16-8-5-14(21)10-19(16)18(12)11-20(22)23/h3-10H,11H2,1-2H3,(H,22,23)/b17-9-/f/h22H","MVGSNCBCUWPVDA-CFZDBRNIDO","Carcinogenicity","TD50; Tumor Target Sites","rat",,,,0,"no positive results","no positive results",,,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive",,,"Rat added v5a; chemical added v5a",,"http://potency.berkeley.edu/chempages/SULINDAC%20SULFONE.html"
21296,1296,21296,"1360_CPDBAS_v5d","C24H26N2O6",438.473,"defined organic","parent ","tested chemical","Suxibuzone","27470-51-5","single chemical compound",,"4-{[(4-butyl-3,5-dioxo-1,2-diphenylpyrazolidin-4-yl)methyl]oxy}-4-oxobutanoic acid","OC(=O)CCC(=O)OCC2(CCCC)C(=O)N(c1ccccc1)N(C2=O)c3ccccc3","OC(=O)CCC(=O)OCC2(CCCC)C(=O)N(c1ccccc1)N(C2=O)c3ccccc3","InChI=1/C24H26N2O6/c1-2-3-16-24(17-32-21(29)15-14-20(27)28)22(30)25(18-10-6-4-7-11-18)26(23(24)31)19-12-8-5-9-13-19/h4-13H,2-3,14-17H2,1H3,(H,27,28)/f/h27H","ONWXNHPOAGOMTG-LELJVTLKCR","Carcinogenicity","TD50; Tumor Target Sites","rat",,,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive","Rat added v2a; Mouse added v2a",,"http://potency.berkeley.edu/chempages/SUXIBUZONE.html"
21297,1297,21297,"1361_CPDBAS_v5d","C20H31NO6",381.468,"defined organic","parent ","tested chemical","Symphytine","22571-95-5","single chemical compound","stereochem","(1R,7aR)-7-({[2,3-dihydroxy-2-(1-methylethyl)butanoyl]oxy}methyl)-2,3,5,7a-tetrahydro-1H-pyrrolizin-1-yl (2E)-2-methylbut-2-enoate","CC(C)C(O)(C(C)O)C(=O)OC\C1=C\CN2CC[C@@H](OC(=O)C(\C)=C\C)[C@@H]12","CC(C)C(O)(C(C)O)C(=O)OC\C1=C\CN2CC[C@@H](OC(=O)C(\C)=C\C)[C@@H]12","InChI=1/C20H31NO6/c1-6-13(4)18(23)27-16-8-10-21-9-7-15(17(16)21)11-26-19(24)20(25,12(2)3)14(5)22/h6-7,12,14,16-17,22,25H,8-11H2,1-5H3/b13-6+/t14?,16-,17-,20?/m1/s1","MVWPTZQHBOWRTF-OEQXRFFVBK","Carcinogenicity","TD50; Tumor Target Sites","rat",,1.91,0.00501,49,"positive test results only by intraperitoneal or intravenous injection ","liver; vascular system",,,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active","active","multisite active",,,"http://potency.berkeley.edu/chempages/SYMPHYTINE.html"
21298,1298,21298,"1362_CPDBAS_v5d","C24H34O9",466.5214,"defined organic","parent ","tested chemical","T-2 toxin","21259-20-1","single chemical compound","stereochem","(3alpha,4beta,8alpha)-4,15-bis(acetyloxy)-3-hydroxy-12,13-epoxytrichothec-9-en-8-yl 3-methylbutanoate","CC(C)CC(=O)O[C@H]1C[C@]2(COC(C)=O)[C@@]4(C)[C@H](OC(C)=O)[C@@H](O)[C@@H](O[C@@H]2/C=C1/C)[C@]34CO3","CC(C)CC(=O)O[C@H]1C[C@]2(COC(C)=O)[C@@]4(C)[C@H](OC(C)=O)[C@@H](O)[C@@H](O[C@@H]2/C=C1/C)[C@]34CO3","InChI=1/C24H34O9/c1-12(2)7-18(27)32-16-9-23(10-29-14(4)25)17(8-13(16)3)33-21-19(28)20(31-15(5)26)22(23,6)24(21)11-30-24/h8,12,16-17,19-21,28H,7,9-11H2,1-6H3/t16-,17+,19+,20+,21+,22+,23+,24-/m0/s1","BXFOFFBJRFZBQZ-QYWOHJEZBH","Carcinogenicity","TD50; Tumor Target Sites","mouse","inactive",,,,,,,,,0.883,0.00189,59,,"liver; lung","no positive results",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active","Mouse added v2a",,"http://potency.berkeley.edu/chempages/T-2%20TOXIN.html"
21299,1299,21299,"1363_CPDBAS_v5d","C23H21ClO3",380.864,"defined organic","parent ","tested chemical","Tace","569-57-3","single chemical compound",,"1,1',1''-(2-chloroethene-1,1,2-triyl)tris[4-(methyloxy)benzene]","ClC(=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC","ClC(=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC","InChI=1/C23H21ClO3/c1-25-19-10-4-16(5-11-19)22(17-6-12-20(26-2)13-7-17)23(24)18-8-14-21(27-3)15-9-18/h4-15H,1-3H3","BFPSDSIWYFKGBC-UHFFFAOYAB","Carcinogenicity","TD50; Tumor Target Sites","rat","inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive",,,"http://potency.berkeley.edu/chempages/TACE.html"
21300,1300,21300,"1364_CPDBAS_v5d","C17H31N7O9",477.467,"defined organic","complex 4H2O","tested chemical","Taltirelin tetrahydrate","NOCAS","single chemical compound","stereochem","N-{[(4S)-1-methyl-2,6-dioxohexahydropyrimidin-4-yl]carbonyl}-L-histidyl-L-prolinamide tetrahydrate","O.O.O.O.NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@@H]1CC(=O)N(C)C(=O)N1)C\C2=C\N=C/N2","NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@@H]1CC(=O)N(C)C(=O)N1)C\C2=C\N=C/N2","InChI=1/C17H23N7O5.4H2O/c1-23-13(25)6-10(22-17(23)29)15(27)21-11(5-9-7-19-8-20-9)16(28)24-4-2-3-12(24)14(18)26;;;;/h7-8,10-12H,2-6H2,1H3,(H2,18,26)(H,19,20)(H,21,27)(H,22,29);4*1H2/t10-,11-,12-;;;;/m0..../s1/f/h19,21-22H,18H2;;;;","HRCJDWMUKPHPHR-SNROKCNNDR","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse",,,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive","Rat added v3a; Mouse added v3a; chemical added v3a",,"http://potency.berkeley.edu/chempages/TALTIRELIN%20TETRAHYDRATE.html"
21301,1301,21301,"1365_CPDBAS_v5d","C32H37NO8",563.6381,"defined organic","complex citric acid (C6H8O7)","tested chemical","Tamoxifen citrate","54965-24-1","single chemical compound","stereochem","2-{4-[(1Z)-1,2-diphenylbut-1-en-1-yl]phenoxy}-N,N-dimethylethanamine 2-hydroxypropane-1,2,3-tricarboxylate (salt)","CC/C(C2=CC=CC=C2)=C(C1=CC=CC=C1)/C(C=C3)=CC=C3OCCN(C)C.OC(C(CC(O)=O)(O)CC(O)=O)=O","CN(C)CCOC3=CC=C(C=C3)\C(C2=CC=CC=C2)=C(CC)/C1=CC=CC=C1","InChI=1/C26H29NO.C6H8O7/c1-4-25(21-11-7-5-8-12-21)26(22-13-9-6-10-14-22)23-15-17-24(18-16-23)28-20-19-27(2)3;7-3(8)1-6(13,5(11)12)2-4(9)10/h5-18H,4,19-20H2,1-3H3;13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/b26-25-;/f/h;7,9,11H","FQZYTYWMLGAPFJ-AZWDOQOLDO","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse",,3.96,0.00703,48,"TD50 is harmonic mean of more than one positive test; harmonic mean of TD50 includes a value for upper 99% confidence limit from study with 100% tumor incidence but no lifetable; greater than ten-fold variation among TD50 values for positive results","liver","liver",,"active",4.39,0.00779,52,"TD50 is harmonic mean of more than one positive test","testes","ovary",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active; multispecies active","TD50_Rat modified v5a",,"http://potency.berkeley.edu/chempages/TAMOXIFEN%20CITRATE.html"
21302,,21302,"1366_CPDBAS_v5d",,,"no structure",,"no structure","Tannic acids, pharmaceutical grade (85.69% tannic acids, 8.84% gallic acids)","1401-55-4","mixture or formulation",,,,,"InChI=1//","MOSFIJXAXDLOML-UHFFFAOYAM","Carcinogenicity","TD50; Tumor Target Sites","rat","active",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive","Mutagenicity_SAL_CPDB added v3a",,"http://potency.berkeley.edu/chempages/TANNIC%20ACIDS,%20PHARMACEUTICAL%20GRADE%20(85.69%25%20TANNIC%20.html"
21303,,21303,"1367_CPDBAS_v5d",,,"no structure",,"no structure","Tara gum","39300-88-4","mixture or formulation",,,,,"InChI=1//","MOSFIJXAXDLOML-UHFFFAOYAM","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive",,"TR 224","http://potency.berkeley.edu/chempages/TARA%20GUM.html"
21304,1304,21304,"1368_CPDBAS_v5d","C2H7NO3S",125.1469,"defined organic","parent ","tested chemical","Taurine","107-35-7","single chemical compound",,"2-aminoethanesulfonic acid","NCCS(O)(=O)=O","NCCS(O)(=O)=O","InChI=1/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)/f/h4H","XOAAWQZATWQOTB-JLSKMEETCR","Carcinogenicity","TD50; Tumor Target Sites","rat","inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive","Rat added v2a",,"http://potency.berkeley.edu/chempages/TAURINE.html"
21305,1305,21305,"1369_CPDBAS_v5d","C8H9FN2O3",200.1671,"defined organic","parent ","tested chemical","Tegafur","37076-68-9","single chemical compound",,"5-fluoro-1-(tetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione","O=C(N1)N(C2OCCC2)C=C(F)C1=O","O=C(N1)N(C2OCCC2)C=C(F)C1=O","InChI=1/C8H9FN2O3/c9-5-4-11(6-2-1-3-14-6)8(13)10-7(5)12/h4,6H,1-3H2,(H,10,12,13)/f/h10H","WFWLQNSHRPWKFK-KZFATGLACE","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse",,,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive","Rat added v3a; Mouse added v3a; chemical added v3a",,"http://potency.berkeley.edu/chempages/TEGAFUR.html"
21306,1306,21306,"1370_CPDBAS_v5d","C9H4Cl8O",411.754,"defined organic","parent ","tested chemical","Telodrin","297-78-9","single chemical compound","stereochem","1,3,4,5,6,7,8,8-octachloro-1,3,3a,4,7,7a-hexahydro-4,7-methano-2-benzofuran","Cl/C2=C(\Cl)C3(Cl)C1C(Cl)OC(Cl)C1C2(Cl)C3(Cl)Cl","Cl/C2=C(\Cl)C3(Cl)C1C(Cl)OC(Cl)C1C2(Cl)C3(Cl)Cl","InChI=1/C9H4Cl8O/c10-3-4(11)8(15)2-1(5(12)18-6(2)13)7(3,14)9(8,16)17/h1-2,5-6H","LRWHHSXTGZSMSN-UHFFFAOYAB","Carcinogenicity","TD50; Tumor Target Sites","mouse",,,,,,,,,,,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive",,,"http://potency.berkeley.edu/chempages/TELODRIN.html"
21307,1307,21753,"1371_CPDBAS_v5d","C3H4Cl2",110.9699,"defined organic","parent ","representative isomer in mixture","Telone II, technical grade (with 1% epichlorohydrin)","542-75-6","mixture or formulation","stereochem, mixture of Z [10061-01-5], E [10061-02-6] isomers with epichlohydrin [106-89-8], structure shown 1E","(1E)-1,3-dichloroprop-1-ene","Cl\C=C\CCl","Cl\C=C\CCl","InChI=1/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1+","UOORRWUZONOOLO-OWOJBTEDBJ","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",94,0.847,26,"TD50 is harmonic mean of more than one positive test","liver; stomach","stomach",,"active",49.6,0.447,32,,"NTP bioassay inadequate","lung; stomach; urinary bladder",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active; multispecies active",,"TR 269","http://potency.berkeley.edu/chempages/TELONE%20II,%20TECHNICAL%20GRADE%20(WITH%201%25%20EPICHLOROHYDRI.html"
21308,1307,21308,"1372_CPDBAS_v5d","C3H4Cl2",110.9699,"defined organic","parent ","representative isomer in mixture","Telone II, technical grade (without epichlorohydrin)","542-75-6","mixture or formulation","stereochem, mixture of Z [10061-01-5], E [10061-02-6] isomers, structure shown 1E","(1E)-1,3-dichloroprop-1-ene","Cl\C=C\CCl","Cl\C=C\CCl","InChI=1/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1+","UOORRWUZONOOLO-OWOJBTEDBJ","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",100,0.901,26,"no positive results","liver","no positive results",,"active",118,1.06,28,,"lung","no positive results",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multispecies active","Rat added v2a; Mouse added v2a; Rat modified v5a",,"http://potency.berkeley.edu/chempages/TELONE%20II,%20TECHNICAL%20GRADE%20(WITHOUT%20EPICHLOROHYDRI.html"
21309,1309,21309,"1373_CPDBAS_v5d","C16H13ClN2O2",300.7439,"defined organic","parent ","tested chemical","Temazepam, pharmaceutical grade","846-50-4","single chemical compound",,"7-chloro-3-hydroxy-1-methyl-5-phenyl-1,3-dihydro-2H-1,4-benzodiazepin-2-one","CN1C2=CC=C(C=C2C(=NC(C1=O)O)C3=CC=CC=C3)Cl","CN1C2=CC=C(C=C2C(=NC(C1=O)O)C3=CC=CC=C3)Cl","InChI=1/C16H13ClN2O2/c1-19-13-8-7-11(17)9-12(13)14(18-15(20)16(19)21)10-5-3-2-4-6-10/h2-9,15,20H,1H3","SEQDDYPDSLOBDC-UHFFFAOYAE","Carcinogenicity","TD50; Tumor Target Sites","mouse",,,,,,,,,,,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive",,,"http://potency.berkeley.edu/chempages/TEMAZEPAM,%20PHARMACEUTICAL%20GRADE.html"
21310,1310,21310,"1374_CPDBAS_v5d","C12H19NO3",225.2842,"defined organic","parent ","tested chemical","Terbutaline","23031-25-6","single chemical compound",,"5-{2-[(1,1-dimethylethyl)amino]-1-hydroxyethyl}benzene-1,3-diol","CC(C)(C)NCC(O)C1=CC(O)=CC(=C1)O","CC(C)(C)NCC(O)C1=CC(O)=CC(=C1)O","InChI=1/C12H19NO3/c1-12(2,3)13-7-11(16)8-4-9(14)6-10(15)5-8/h4-6,11,13-16H,7H2,1-3H3","XWTYSIMOBUGWOL-UHFFFAOYAZ","Carcinogenicity","TD50; Tumor Target Sites","rat",,410,1.82,23,,,"mesovarium",,"active",,,,,,,,,,,,,,,,,,,,,,,,,"active",,,,,"http://potency.berkeley.edu/chempages/TERBUTALINE.html"
21312,1312,21312,"1375_CPDBAS_v5d","C12H18Cl4N4",360.113,"defined organic","complex 4HCl","tested chemical","3,3',4,4'-Tetraaminobiphenyl.4HCl","7411-49-6","single chemical compound","parent [91-95-2]","biphenyl-3,3',4,4'-tetramine tetrahydrochloride","NC2=CC=C(C=C2N)C1=CC=C(N)C(N)=C1.Cl.Cl.Cl.Cl","NC2=CC=C(C=C2N)C1=CC=C(N)C(N)=C1","InChI=1/C12H14N4.4ClH/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8;;;;/h1-6H,13-16H2;4*1H","KJDSORYAHBAGPP-UHFFFAOYAI","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse",,395,1.1,25,,"liver",,,"active",288,0.8,29,,"lung","no positive results",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multispecies active",,,"http://potency.berkeley.edu/chempages/3,3',4,4'-TETRAAMINOBIPHENYL.4HCl.html"
21313,1313,21313,"1376_CPDBAS_v5d","C7H3Cl4NO3",290.9156,"defined organic","parent ","tested chemical","2,3,5,6-Tetrachloro-4-nitroanisole","2438-88-2","single chemical compound",,"1,2,4,5-tetrachloro-3-methoxy-6-nitrobenzene","Clc1c([N+]([O-])=O)c(Cl)c(Cl)c(OC)c1Cl","Clc1c([N+]([O-])=O)c(Cl)c(Cl)c(OC)c1Cl","InChI=1/C7H3Cl4NO3/c1-15-7-4(10)2(8)6(12(13)14)3(9)5(7)11/h1H3","BGPPUXMKKQMWLV-UHFFFAOYAF","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive",,"TR 114","http://potency.berkeley.edu/chempages/2,3,5,6-TETRACHLORO-4-NITROANISOLE.html"
21314,1314,21314,"1377_CPDBAS_v5d","C12H8Cl4N2",322.0206,"defined organic","parent ","tested chemical","2,2',5,5'-Tetrachlorobenzidine","15721-02-5","single chemical compound",,"2,2',5,5'-tetrachlorobiphenyl-4,4'-diamine","ClC1=CC(=C(C=C1C2=C(C=C(C(=C2)Cl)N)Cl)Cl)N","ClC1=CC(=C(C=C1C2=C(C=C(C(=C2)Cl)N)Cl)Cl)N","InChI=1/C12H8Cl4N2/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,17-18H2","UXOXUHMFQZEAFR-UHFFFAOYAO","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","active",,,0,"no positive results","no positive results","no positive results",,"inactive",,,0,"no positive results",,"no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive; multispecies inactive",,,"http://potency.berkeley.edu/chempages/2,2',5,5'-TETRACHLOROBENZIDINE.html"
21315,1315,21315,"1378_CPDBAS_v5d","C12H4Cl4O2",321.971,"defined organic","parent ","tested chemical","2,3,7,8-Tetrachlorodibenzo-p-dioxin","1746-01-6","single chemical compound",,"2,3,7,8-tetrachlorooxanthrene","ClC1=CC2=C(C=C1Cl)OC3=C(C=C(C(=C3)Cl)Cl)O2","ClC1=CC2=C(C=C1Cl)OC3=C(C=C(C(=C3)Cl)Cl)O2","InChI=1/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H","HGUFODBRKLSHSI-UHFFFAOYAA","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","inactive",2.35e-05,7.3e-08,100,"TD50 is harmonic mean of more than one positive test; greater than ten-fold variation among TD50 values for positive results ","oral cavity; thyroid gland","liver; lung",,"active",0.000156,4.85e-07,100,"TD50 is harmonic mean of more than one positive test","liver","liver; thyroid gland",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active; multispecies active","TD50_Rat modified v5a","TR 201; additional results included in CPDB","http://potency.berkeley.edu/chempages/2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN.html"
21316,1316,21316,"1379_CPDBAS_v5d","C12H6Cl4O2S",356.0518,"defined organic","parent ","tested chemical","2,4,5,4'-Tetrachlorodiphenyl sulfone","116-29-0","single chemical compound",,"1,2,4-trichloro-5-[(4-chlorophenyl)sulfonyl]benzene","O=S(=O)(C1=CC(=C(C=C1Cl)Cl)Cl)C2=CC=C(C=C2)Cl","O=S(=O)(C1=CC(=C(C=C1Cl)Cl)Cl)C2=CC=C(C=C2)Cl","InChI=1/C12H6Cl4O2S/c13-7-1-3-8(4-2-7)19(17,18)12-6-10(15)9(14)5-11(12)16/h1-6H","MLGCXEBRWGEOQX-UHFFFAOYAO","Carcinogenicity","TD50; Tumor Target Sites","mouse",,,,,,,,,,,,0,"no positive results","no positive results","no positive results",,"inactive",,,,,,,,,,,,,,,,,"inactive","inactive","multisex inactive",,,"http://potency.berkeley.edu/chempages/2,4,5,4'-TETRACHLORODIPHENYL%20SULFONE.html"
21317,1317,21317,"1380_CPDBAS_v5d","C2H2Cl4",167.8493,"defined organic","parent ","tested chemical","1,1,1,2-Tetrachloroethane","630-20-6","single chemical compound",,"1,1,1,2-tetrachloroethane","ClC(CCl)(Cl)Cl","ClC(CCl)(Cl)Cl","InChI=1/C2H2Cl4/c3-1-2(4,5)6/h1H2","QVLAWKAXOMEXPM-UHFFFAOYAE","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",182,1.08,28,"TD50 is harmonic mean of more than one positive test","liver","liver",,"active",,,,,,,,,,,,,,,,,"active","active","multisex active",,"TR 237","http://potency.berkeley.edu/chempages/1,1,1,2-TETRACHLOROETHANE.html"
21318,1318,21318,"1381_CPDBAS_v5d","C2H2Cl4",167.8493,"defined organic","parent ","tested chemical","1,1,2,2-Tetrachloroethane","79-34-5","single chemical compound",,"1,1,2,2-tetrachloroethane","ClC(C(Cl)Cl)Cl","ClC(C(Cl)Cl)Cl","InChI=1/C2H2Cl4/c3-1(4)2(5)6/h1-2H","QPFMBZIOSGYJDE-UHFFFAOYAH","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","inactive",,,0,"no positive results","no positive results","no positive results",,"inactive",38.3,0.228,35,"TD50 is harmonic mean of more than one positive test","liver","liver",,"active",,,,,,,,,,,,,,,,,"active","active","multisex active",,"TR 27","http://potency.berkeley.edu/chempages/1,1,2,2-TETRACHLOROETHANE.html"
21319,1319,21319,"1382_CPDBAS_v5d","C2Cl4",165.8334,"defined organic","parent ","tested chemical","Tetrachloroethylene","127-18-4","single chemical compound",,"tetrachloroethene","ClC(=C(Cl)Cl)Cl","ClC(=C(Cl)Cl)Cl","InChI=1/C2Cl4/c3-1(4)2(5)6","CYTYCFOTNPOANT-UHFFFAOYAO","Carcinogenicity","TD50; Tumor Target Sites","rat; mouse","inactive",145,0.874,26,"TD50 is harmonic mean of more than one positive test","hematopoietic system; kidney","hematopoietic system",,"active",158,0.953,28,"TD50 is harmonic mean of more than one positive test","harderian gland; liver","liver",,"active",,,,,,,,,,,,,,,,,"active","active","multisite active; multisex active; multispecies active","TD50_Rat modified v5a; TD50_Mouse modified v5a; TargetSites_Mouse_Male modified v5a","TR 311","http://potency.berkeley.edu/chempages/TETRACHLOROETHYLENE.html"
